model,group,game_file,turn,actor_role,actor_player,posterior_marginal,posterior_joint,n_cand_marginal,n_cand_joint,n_constrained_others,actual_fail,parse_ok
Qwen36_A3B,llm_vs_full_cot,game_39.json,11,rule,1,0.75,0.75,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_39.json,15,rule,1,0.777777777778,0.777777777778,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_39.json,35,rule,1,0.333333333333,0.333333333333,2,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_39.json,37,rule,1,0.666666666667,0.6,4,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_39.json,39,rule,1,0,0,1,1,3,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,3,rule,1,0.7,0.75,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_4.json,5,rule,1,0.142857142857,0.153846153846,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,7,rule,1,0.666666666667,0.666666666667,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,9,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,11,rule,1,0.6,0.6,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,13,rule,1,0.666666666667,0.625,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_4.json,15,rule,1,0.5,0.5,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,19,rule,1,0.5,0.5,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,21,rule,1,0.666666666667,0.666666666667,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_4.json,29,rule,1,0.5,0.5,3,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_40.json,1,rule,1,0.777777777778,0.777777777778,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,3,rule,1,0.0833333333333,0.0833333333333,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,5,rule,1,0.272727272727,0.272727272727,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,7,rule,1,0.666666666667,0.666666666667,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,9,rule,1,0.625,0.571428571429,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_40.json,11,rule,1,0.571428571429,0.571428571429,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,15,rule,1,0.875,0.857142857143,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,17,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,23,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,31,rule,1,0.75,0.75,3,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_40.json,39,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,41,rule,1,0.666666666667,0.666666666667,2,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_40.json,50,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_40.json,54,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_41.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_41.json,3,rule,1,0.666666666667,0.666666666667,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_41.json,11,rule,1,0.75,0.714285714286,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_41.json,15,rule,1,0.875,0.857142857143,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_41.json,18,llm,0,0.3,0.3,5,5,3,False,True
Qwen36_A3B,llm_vs_full_cot,game_41.json,21,rule,1,0.5,0.5,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_41.json,31,rule,1,0.666666666667,0.666666666667,3,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_41.json,42,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_41.json,44,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_41.json,46,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_41.json,49,rule,1,0.5,0.5,2,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_41.json,53,rule,1,0.666666666667,0.666666666667,3,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_42.json,2,llm,0,0,0,5,5,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_42.json,8,llm,0,0.142857142857,0.142857142857,5,5,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_42.json,10,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_42.json,12,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_42.json,16,llm,0,0.4,0.4,4,4,3,True,True
Qwen36_A3B,llm_vs_full_cot,game_42.json,19,rule,1,0.4,0.4,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_42.json,26,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_42.json,29,rule,1,0.75,0.75,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_42.json,42,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_42.json,49,rule,1,0.666666666667,0.666666666667,2,2,4,True,
Qwen36_A3B,llm_vs_full_cot,game_42.json,55,rule,1,0.6,0.5,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_43.json,1,rule,1,0.75,0.75,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_43.json,6,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_43.json,13,rule,1,0.7,0.7,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_43.json,15,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_43.json,20,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_43.json,22,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_43.json,25,rule,1,0.714285714286,0.714285714286,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_43.json,27,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_43.json,39,rule,1,0.5,0.5,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_44.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_44.json,5,rule,1,0.0833333333333,0.0833333333333,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_44.json,7,rule,1,0.666666666667,0.666666666667,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_44.json,10,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_44.json,13,rule,1,0.5,0.5,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_44.json,34,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_44.json,47,rule,1,0.25,0.25,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_44.json,53,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_44.json,55,rule,1,0.8,0.8,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,3,rule,1,0.142857142857,0.142857142857,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,5,rule,1,0.714285714286,0.714285714286,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,7,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,15,rule,1,0.714285714286,0.722222222222,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_45.json,19,rule,1,0.857142857143,0.857142857143,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_45.json,21,rule,1,0.666666666667,0.666666666667,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,25,rule,1,0.75,0.714285714286,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,28,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_45.json,37,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,39,rule,1,0,0,1,1,3,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,43,rule,1,0.6,0.333333333333,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,44,llm,0,0,0,3,3,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_45.json,51,rule,1,0.8,0.8,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_45.json,53,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_46.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_46.json,5,rule,1,0.666666666667,0.714285714286,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_46.json,7,rule,1,0.285714285714,0.285714285714,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_46.json,11,rule,1,0.4,0.444444444444,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_46.json,13,rule,1,0.714285714286,0.8,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_46.json,15,rule,1,0.666666666667,0.666666666667,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_46.json,17,rule,1,0,0,1,1,3,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,1,rule,1,0.666666666667,0.666666666667,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,3,rule,1,0.7,0.7,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_47.json,5,rule,1,0.666666666667,0.666666666667,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_47.json,9,rule,1,0.75,0.75,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,11,rule,1,0.25,0.25,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,13,rule,1,0.285714285714,0.166666666667,5,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,15,rule,1,0.714285714286,0.6,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,19,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,24,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_47.json,27,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,32,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_47.json,39,rule,1,0.75,0.75,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_47.json,41,rule,1,0.625,0.5,5,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_48.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,3,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,5,rule,1,0.25,0.25,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,7,rule,1,0.571428571429,0.571428571429,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,9,rule,1,0.454545454545,0.454545454545,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_48.json,11,rule,1,0.333333333333,0.333333333333,2,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,13,rule,1,0.4,0.4,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_48.json,15,rule,1,0.7,0.7,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,24,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_48.json,27,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,38,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_48.json,41,rule,1,0.833333333333,0.84,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,49,rule,1,0,0,2,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_48.json,53,rule,1,0.75,0.5,3,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_49.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_49.json,3,rule,1,0.7,0.75,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_49.json,5,rule,1,0.75,0.75,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_49.json,11,rule,1,0.625,0.625,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_49.json,13,rule,1,0.857142857143,0.833333333333,5,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_49.json,15,rule,1,0.625,0.625,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_49.json,17,rule,1,0.857142857143,0.857142857143,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_49.json,23,rule,1,0.8,0.8,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_5.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,5,rule,1,0.142857142857,0.142857142857,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,7,rule,1,0.666666666667,0.666666666667,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_5.json,9,rule,1,0.6,0.75,5,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_5.json,11,rule,1,0.75,0.75,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,13,rule,1,0,0,1,1,3,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,15,rule,1,0.307692307692,0.307692307692,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,17,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,19,rule,1,0.857142857143,0.857142857143,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,21,rule,1,0.6,0.5,3,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,25,rule,1,0.454545454545,0.454545454545,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,27,rule,1,0.4,0.4,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_5.json,29,rule,1,0.857142857143,1,5,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_50.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,3,rule,1,0.625,0.666666666667,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_50.json,5,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,7,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,9,rule,1,0.625,0.625,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,11,rule,1,0.666666666667,0.666666666667,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,13,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,15,rule,1,0.6,0.6,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,20,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_50.json,23,rule,1,0.625,0.571428571429,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_50.json,28,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_50.json,34,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_50.json,36,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_50.json,50,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_50.json,53,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,55,rule,1,0.333333333333,0.333333333333,2,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,57,rule,1,0,0,3,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_50.json,59,rule,1,0,0,1,1,3,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,3,rule,1,0.153846153846,0.153846153846,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,5,rule,1,0.666666666667,0.625,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,7,rule,1,0.571428571429,0.571428571429,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,9,rule,1,0.777777777778,0.75,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_6.json,11,rule,1,0.545454545455,0.545454545455,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,13,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,17,rule,1,0.857142857143,0.857142857143,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_6.json,22,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_6.json,25,rule,1,0.5,0.5,2,2,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,32,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_6.json,35,rule,1,0.5,0.5,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,38,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_6.json,41,rule,1,0.6,0.6,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,51,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,53,rule,1,0,0,2,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,55,rule,1,0,0,1,1,3,False,
Qwen36_A3B,llm_vs_full_cot,game_6.json,57,rule,1,0.25,0.25,3,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,3,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,5,rule,1,0.272727272727,0.288888888889,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,7,rule,1,0.5,0.5,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,9,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,13,rule,1,0.714285714286,0.714285714286,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,15,rule,1,0.714285714286,0.6,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_7.json,17,rule,1,0.333333333333,0.333333333333,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_7.json,25,rule,1,0.714285714286,0.666666666667,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_7.json,27,rule,1,0.666666666667,0.6,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_8.json,1,rule,1,0.625,0.625,4,4,4,True,
Qwen36_A3B,llm_vs_full_cot,game_8.json,4,llm,0,0,0,5,5,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_8.json,6,llm,0,0.142857142857,0.142857142857,5,5,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_8.json,8,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_8.json,11,rule,1,0.142857142857,0.142857142857,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_8.json,13,rule,1,0.333333333333,0.333333333333,4,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_8.json,35,rule,1,0.8,0.888888888889,3,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_8.json,47,rule,1,0.8,0.75,5,4,4,False,
Qwen36_A3B,llm_vs_full_cot,game_8.json,51,rule,1,0.75,0.666666666667,4,3,4,False,
Qwen36_A3B,llm_vs_full_cot,game_9.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_full_cot,game_9.json,3,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_9.json,7,rule,1,0.6,0.6,3,3,4,True,
Qwen36_A3B,llm_vs_full_cot,game_9.json,8,llm,0,0.25,0.25,5,5,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_9.json,11,rule,1,0.5,0.5,5,5,4,True,
Qwen36_A3B,llm_vs_full_cot,game_9.json,22,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_9.json,32,llm,0,0,0,2,2,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_9.json,35,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_9.json,40,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_9.json,43,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_full_cot,game_9.json,56,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_full_cot,game_9.json,59,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_1.json,2,llm,0,0,0,4,4,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,6,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,8,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,11,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_1.json,12,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,32,llm,0,0.5,0.5,5,5,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,44,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,46,llm,0,1,1,1,1,4,True,True
Qwen36_A3B,llm_vs_iggi,game_1.json,48,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,50,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_1.json,52,llm,0,0.25,0.25,3,3,4,False,True
Qwen36_A3B,llm_vs_iggi,game_10.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_iggi,game_10.json,5,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_10.json,7,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_10.json,10,llm,0,0.333333333333,0.333333333333,5,5,4,False,True
Qwen36_A3B,llm_vs_iggi,game_10.json,13,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_10.json,15,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_10.json,17,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_10.json,35,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_10.json,44,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_10.json,46,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_10.json,48,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_10.json,50,llm,0,0.6,0.6,3,3,3,True,True
Qwen36_A3B,llm_vs_iggi,game_10.json,53,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,5,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,7,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,15,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,17,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,23,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,27,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,33,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,40,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_11.json,43,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_11.json,54,llm,0,1,1,3,3,3,True,True
Qwen36_A3B,llm_vs_iggi,game_12.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_iggi,game_12.json,3,rule,1,0,0,4,4,4,False,
Qwen36_A3B,llm_vs_iggi,game_12.json,7,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_12.json,11,rule,1,0.684210526316,0.676327838828,22,22,3,True,
Qwen36_A3B,llm_vs_iggi,game_12.json,30,llm,0,0.5,0.5,5,5,4,False,True
Qwen36_A3B,llm_vs_iggi,game_12.json,48,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_12.json,50,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_12.json,52,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_12.json,56,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_12.json,57,rule,1,0,0,1,1,3,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,5,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,10,llm,0,0,0,1,1,3,False,True
Qwen36_A3B,llm_vs_iggi,game_13.json,13,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,15,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,23,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,25,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,30,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_13.json,35,rule,1,0.333333333333,0.333333333333,2,2,3,True,
Qwen36_A3B,llm_vs_iggi,game_13.json,41,rule,1,0.631578947368,0.572916666667,16,16,3,True,
Qwen36_A3B,llm_vs_iggi,game_13.json,48,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_13.json,54,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_13.json,57,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_13.json,59,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_14.json,1,rule,1,0,0,5,5,4,False,
Qwen36_A3B,llm_vs_iggi,game_14.json,8,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_14.json,13,rule,1,0,0,1,1,4,False,
Qwen36_A3B,llm_vs_iggi,game_14.json,16,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_14.json,18,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_14.json,22,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_14.json,28,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_14.json,32,llm,0,0,0,1,1,4,False,True
Qwen36_A3B,llm_vs_iggi,game_14.json,34,llm,0,0,0,1,1,3,False,True
